"short_id","lon","lat","description"
"471773","35.554732","32.748552","had oral sex with a classmate hear while traveling around Israel with my American Jewish school, took me three years after that incident to realize that maybe I liked guys"
"478157","34.413438","31.413793","free palestine  - from france"
"693608","35.176835","31.894268","You held my hand, cooked me fresh pasta and kissed my neck. We discussed languages, religion, politics, culture, history and music. You understood the world, you understood me. In case I wasn’t clear in expressing how appreciative I was- I wanted you to know that you were the healthiest relationship I’ve ever been in. You gave me hope for what queer Palestine could look like. I hate that israeli checkpoints made us live in different cities and drift apart. I wish you all the good in the world, you deserve it."
"407266","34.835114","32.031018","we are palestinian refugees , some of us are queer. somewhere here a Palestinian village called Kafr 'Ana used to exist. i visited it yesterday and i wanted to document it on this website to remind my fellow queer family around the world that israel is a settler colony. i finally went to visit the place i hesitated for a very long time. non of my family members wanted to come , they told me they cant bare the pain standing on a place that was once a village. on my way to Kafr 'Ana i let the driver stop next to a house with oranges & a big israeli flag. i picked up some oranges as fast as I could before the owner of the house sees me. ' Its okay to do so , you're in your land ' said the driver. After we arrived to  Kafr 'Ana, i did something special , i picked up a bag and collected sand to my dad. he will definitely be happy. after that i went and touched the Mediterranean sea , the sea that was the biggest witness to our catastrophe."
"398241","34.745991","32.077546","Queer people should never allow themselves to be co-opted into supporting settler colonialism, ethnic cleansing and apartheid for the sake of a pride parade and few gay clubs. From the river to the sea Palestine will be free."
"326220","34.739428","32.062916","my first time visiting the city my grandparents were expelled from was emotional for me as a queer Palestinian, I couldn't hold my tears. Having to face queer westerns telling me they had fun visiting the city I am from, the city i am supposed to live and grow in, posting pictures on Instagram in a place where my people  were ethnically cleansed from. Even though I hold the Belgium citizenship since I was 23 , I never had the courage to go there because I couldn't accept the fact that people that don't deserve to be there are living in peace , the fact that I can only enter my land using a foreign passport. I am sure one day I will return and will be able to live in Jafa, a place where I feel I belong to. We will return , we shall return"
"292382","34.96337","32.757919","I am Palestinian queer. I don't live in my homeland but one day I hope to go back to Haifa, to Jerusalem and to jabal elnarr to see my tetas house and the open garden and all her mothers plants. sometimes I believe I am a mistake. that my sexuality is a mistake. but I remember that no matter my religion allah will love me because I am his creation. I am here for a reason and I should stay. and even tho queerness has brought me more pain than love I hope one day I can meet a girl who loves me for me and treats me well and we can live a beautiful life in my tetas house in Haifa. I don't know what I'm doing with my life but I do hope the path I'm on is the correct one. Palestine will be free one day and I will find the key to my property."
"404854","34.88502","31.656898","Dear readers, this land is called palestine❤️"
"405089","34.766827","32.080089","The Pride parade was held on ethnically cleansed Palestinian villages"
"395928","35.290384","32.433808","I hate this fucking unfair life because if my rights aren’t debatable as a Palestinian in the Arab world it’s debatable as a queer and if my rights aren’t debatable as a queer in the west it’s debatable as a Palestinian."
"395406","34.761537","32.066926","I don’t know how to feel as a Lgbt palestinian when the biggest pride event took place on the ruins of my village"
"393932","35.159138","32.840559","This land is called Palestine"
"350234","34.898243","31.534814","I am a queer palestinian refugee born in Lebanon. I wish I can go to Palestine"
"333077","34.758109","32.048427","My sitti died without ever seeing this city again. In 1948 she was sent into exile from her homeland, from Jaffa ""the bride of the sea"". Before she died, she told me about a woman she once loved here. After the Nakba, she never saw her again. She never even found out if she survived. She told me she still thinks about her. I still mourn the life my grandmother might have been able to live here, in this city, in her homeland. I still mourn the love she shared with this woman, only to be torn apart by 60 years of exile. This land was her birthright. This life was her birthright. They were stolen from her. This place will be liberated. I will return one day to a liberated Palestine. For her."
"388333","34.948522","31.718618","Reminder that israel is a settler colonial state that is built on the ethnic cleansing of the Palestinians. There are over 7 million stateless Palestinian refugees that are scattered around the world and can’t return to their original cities.  Stop the on going nakba. Right of the return NOW."
"330765","35.244719","31.769021","Our Queer Palestinians voices is higher than the brutality of the occupation and higher than the oppression that our society puts upon us, The voices of freedom will win and Palestine will be free and so we will be.🇵🇸"
"326615","34.761683","32.062041","I’m a queer palestinian. I originally come from here, where Eurovision was held in 2019,  located on top of the remains of of al-Manshiyya, the village my grandparents were ethnically cleansed from. The village was erased from existence during the nakba in 1948"
"323861","35.205144","31.705728","i met a friend here whose been on estrogen for 5 years. Has been going to the clinic and getting it for birth control for his sister. He’s one of the only medically transitioning ppl (the only that he knows of). He doesn’t identify as trans because he can’t. i love him as my sibling. love from israel free palestine"
"268001","35.203891","31.704074","I have never seen my city, I want to go home and meet my family, but I can't.
The occupation affects 100% of Palestinians, not just the straight cis ones, remember that."
"325744","35.196138","31.795402","Palestinian queer & refugee  here , I originally come from this village, Lifta that was ethnically cleansed by zionists in the 1948"
"275051","35.213604","31.732871","Being out doesn't mean anything to me. I wish to see Haifa I wish to see the village my parents had to leave I wish to see my brother who got killed I wish to be free but my freedom is beyond being out it's being Palestinian first and foremost. God have mercy on my brother and my palestinian siblings."
"210619","35.23418","31.776749","I dream of a time when Palestine is liberated and I can finally set foot in a place where my culture is not used as an excuse to oppress and enslave. Then and only then will I put my forehead to the Western Wall and cry a thousand tears for the members of my family who could not do the same"
"182986","35.259583","32.444885","Free Palestine - end pink washing! no genocide in our name!"
"152357","35.143751","32.526494","my Palestinian brother found out i was gay and told his twin brother and surprisingly they were accepted and one of them was bisexual. also Free Palestine and don NOT forget that Israel is a colonial state that also persecutes queer Palestinians as well as every Palestinian. stop the Pinkwashing."
"135937","35.135429","31.850353","I existed all over here. Was subjected to checkpoints and segregation here. I yearn to return here. A queer Palestinian. Free Palestine and f*ck pinkwashing."
"138607","34.790538","32.052935","palestinian moroccan femme frecha grew up here. 
to my younger self & my current self: you are worthy of love, freedom, the sea, delicious food, amazing sex, flowers, your ancestors' guidance and blessings.
you will spend so many years wishing you could come home, but eventually you'll realize that home was in your heart the whole time.
never compromise on any part of who you are.
tel aviv is palestine
and she will be free."
"151093","35.290183","32.461795","the hometown that i, a queer palestinian, will return to one day<3"
"408437","34.850511","32.332288","70+ years ago my grandfather was pushed out by force by Eastern European settlers and was forced to go to Egypt, one year ago my sister and I had the opportunity to be in the Um Khaled City, palestine. Which is the original name of the land. It was renamed Netanya after the Nakba. At that time my sister didn’t know she was pregnant weeks later she knew, she told me she was happy that part of this baby’s couple weeks was exercising our right to return and I truly think the baby (he)  is lucky"
"691797","34.442865","31.524358","The place where you died, even though we were only penpals, I love you to my core, 5 years of the best friendship. Ahmad died of the airstrike, you died of heartbreak. Khalid, I love you, I loved the way you came out to me, how I came out to you, how you introduced Ahmad as your boyfriend, I wanted to share your hurts with me, but we're seas apart, I'll free Palestine just for your eyes. I hope you rest well in heaven, kiss Ahmad all you want, and be very happy, in this life or another I'll follow you, and we can unite, I love you to Icarus and beyond 💗"
"519863","34.805086","31.971818","A gay trans dude happened to be born here. My family left the country when I was a toddler. We came back for a visit in 2014, when I was a teen, arriving a few days before the Gaza War started. I remember hearing sirens, going into bomb shelters, and nothing happening to me or anyone else. Looking down at my phone and see crowds in Gaza standing next to bombed buildings, people hurt and killed. Later, I saw a tank on the highway - just a tiny taste of something I couldn't begin to imagine. Hoping Palestine can be free and united soon."
"513772","35.21849","32.837579","Where us two Palestinian gay men got chased by wild boars 🐗 while doing the deed at 1 AM. Running, our pants down, laughing out loud in the middle of the olive groves and woods."
"509356","34.989973","32.787004","i am trans, and i am Palestinian. i will not chose between my country and my queerness and i will not let colonisers erase one half of me so the other can be free. allah’s love is for all"
"497442","35.319465","32.179668","around here would be where i live if palestine hadent been taken under colonization. i am a teenage bigender, bi aromantic palestinian-syrian person. i always miss my homeland even when ive never even been there. free palestine until its backwards. i live in amman and i go to school in khalda. i love you maya, youre my best friend even though i know you dont love me back </3."
"118563","34.79184","32.074045","first kissed a girl here. we sat in front of each other for 20 minutes instead of just getting on with it. one of the best days of my life."
"637002","35.196884","31.795932","First date here....I still miss you"
"494683","35.176139","31.91848","i love you more than you can imagine"
"128298","34.885261","32.150587","I am still freaking in love with you.
I realized it too late, and our friendship was broken because of me. I wanted to die, but not because of you. Because another friend i was in love with and never told her and she broke up with me before everything went to shit. I miss our friendship so much. I wish i wasn't an idiot or deepressed. 
I wish you would have read it, but you never will Xx"
"128297","35.220648","31.764613","She was the first women i ever dated as bi- right before i became 20
It has been two years and although nothing came out if it - not even a kiss
She was so kind to me, even when we broke up.
I wish i will find my next date, hopfully girlfriend, in the next few years."
"507559","35.226359","31.856729","عندنا خوف من المستقبل بس الاشي الوحيد الي بنفكر فيه انه بدنا نكون سوا
كتير بحبها"
"514075","35.202731","31.705383","Jesus is pretty gay🏳️‍🌈"
"515377","34.831072","32.134269","I go to school here, had my first two (so far) real crushes here, I hope to get my first gf soon. I was also for the first time was told that someone (happens to be the first girl I had had a crush on) that she liked me too. (Was after our crushes ended so we didn’t date) 
2023 (if I get a gf during my time in school maybe I’ll update lol)"
"423997","34.766141","32.053045","free palestine 🇵🇸"
"637081","35.099368","31.658525","ah, here it was. the place that i fell in love with an older woman… we were both really orthodox and i never thought it would happen, but at the beginning of covid, as we were locked down in our little campus, she shared her feelings for me too. we spent the next few months together and she opened in me something new… she was the first woman i had sex with and she was the first woman to truly break my heart… she left swiftly and we never even said goodbye, and i haven’t seen her since…. CE if you see this though i don’t think you would… you know who i am"
"637083","35.181596","31.752865","i did my gap year here at SFW… i was so in love with this girl but we never shared our feelings… i just knew. she even flew me to the states because i needed to see a doctor! she literally flew for a weekend just for me… i told a teacher i was gay and she told me that i would just need to meet the right man who is eventually learn to love…ֶhahah not the vibe"
"571013","34.773181","31.990907","realized how much your eyes shine when you were out of your military uniform.
absolutely wrecked you at bowling."
"591044","34.855407","31.835944","I hope Palestine will be free in the future. We support you from Ukraine 
love you gays all over the world"
"600479","34.793463","32.115186","i was here for a queer exchange that i didnt know would absolutely change my life. thank you"
"611745","34.821727","31.897389","around this place 3 years ago I came to terms with my sexuality. After growing up in a religious household I understood why I am the way I am."
"143508","35.448762","31.942052","free palestine!!!"
"124771","34.940548","32.216866","I came out to my parents."
"632594","34.935915","32.517097","Here i came out to my family as the wrong thing. 
Im not genderfluid apparently. Just trans. (:"
"632591","34.888958","32.438622","I thought you were cool the second you stepped your foot in that class. I don't know what was it about you but, i couldn't get my eyes off you. When the teacher called your name and you raised your hand she seemed a bit confused... For the suprise of the whole class she opened her mouth and in a quite odd tone she said, ""but you aren't a girl?"". You hurried to add ""well, you see, im trans"". 
That's the first time I've met a real life trans person. In that moment, it clicked. After two long excruciating years, i came out to my first person ever as trans. It was you. In the exact spot you came out to me and too many more people (as you told me years later).
Thank you. Im free now."
"633654","34.997748","31.89849","Had my first kiss here, we haven't talked since then, but that kiss made me realize so many things about myself.

Hope he is doing ok"
"635495","35.186566","31.965131","Thinking back on my time here from years ago aches my heart but also leaves me with a bittersweet feeling. It's the feeling I get when I remember all of the struggles I faced and how I overcame the worst of it and got myself back up. Kind of f*cked up how I miss all of it despite being in a better place now. Wonder why.."
"635501","35.179097","31.94904","Walking home in the middle of the night. Street lights are out. Air is foggy. Breeze is cold. Butterflies in my stomach. It's a long walk and there's a lot to think about."
"637026","35.217268","31.808668","Many girls in one place, I know I'm not the only one"
"637075","35.211249","31.783305","it is here in my home, that i am finally learning to accept that i am a lesbian, after 10 years of knowing and hiding my identity around people who would judge me, i am finally ready to come out to my family, and to meet my wife 🤍"
"637400","34.731051","31.818845","Came out to many girls and some sem staff. I realized here that I can be frum and queer 💕"
"637402","35.122359","31.65736","The first time I heard a Rabbi publicly acknowledge that gay people aren't inherently evil and I cried. I cried alot this year. Many happy tears. Many tears of shame and regret as well. But for the first time I felt like I had a future in the Jewish community."
"637541","35.218101","31.764277","We sat here one morning and we discussed our future, what type of mums we would be, how we will run our household, what values would we emphasise, that was one of our last days together and I will always cherish it"
"637538","35.220788","31.744143","Where I met my long-term girlfriend and I stayed in the closet for her, we shared a passionate love that barely saw itself outside of those walls but we liked being in our bubble we really did love each other. I think everyone knew but we wanted to believe that they didn't"
"2037","34.774475","32.075593","My first and best pride parade, made out with a girl in public for the first time and it was g o r g e o u s"
"2641","34.720402","31.045231","i had a really great night with you and it was the first time i got really excited about a girl in a long time"
"2644","34.720573","31.034991","This is where I accepted my transness and came out to 20 people I was close with all at once"
"2658","34.785665","31.983627","While living  away with friends this is where I started walking around publicly as trans, although I didn't understand people comments because my hebrew was terrible at the time, it just made it easier to ignore and become more confident"
"2716","34.770441","31.250158","First gay sex, it was awsome. "
"31215","34.915438","32.17058","Wore my first Tie"
"4702","34.969482","32.787275","We sat in a park and spoke for ages, i felt so connected to you like you understood me in a way most people don't. i had the biggest crush on you. maybe one day we'll sit and talk again. i'd like that."
"5333","35.296717","32.612822","קבוצת קוייר הנוער העובד והלומד היה במרכז הנוער כאן. עד עכשיו יש סניף של הנוער העובד והלומד שממש בעד תרבות קויירי!"
"6024","34.772716","32.072793","At my first IGY seminar, I felt so fully enveloped by queer love that I knew I would be okay. I found my new family."
"6026","34.776685","32.068447","My first kiss with another girl. In the middle of the street, with people walking by. I was so nervous. I didn't know what to expect."
"30668","34.767471","32.080567","in the 2017 tel aviv pride, my first pride ever, i felt for once like i fit in. these were my people. i felt like nobody cared about my sexuality or gender - i felt like i was loved by 100k strangers."
"30799","34.808841","32.080332","You were the first woman I slept with... I don't know if I told you that. I wish you had been more careful with my trust."
"33888","34.658258","31.784078","lost my virginity here at the ripe old age of 23. got so out of breath i thought i was going to pass out. she made me dinner afterwards. we're not together anymore but i have no regrets."
"7319","35.221058","31.782074","We crowd in all of us/
the ingathering of exiles/
Stomping the ground of this/
tiny space of wholeness/
we have carved ourselves/
with carresses, and kisses set to blaring synths/

In this city/ 
joy is light/ 
caught in the cave-like walls/ 
of a carved-out gay bar.

Forever my gay bar. Sharing a piece of joy with 15 lifelong friends and friends for the night."
"34102","34.776253","32.06319","Pretty sure I fell in love a little for the first time drinking leftover beer in the rain on the roof of the hostel."
"30859","34.862065","32.18708","I came out to my parents through a letter the day after my 18th birthday and then slept at friends' houses for a week because I was terrified. When I went back and my dad made a lighthearted pun about my orientation I almost cried with relief."
"33369","35.221682","31.774265","My first date with my first girlfriend was in a hidden park here. It was sweet and special and I'll always look back on it fondly."
"143627","34.895518","31.145654","free palestine"
"9748","35.085096","31.302975","Came out to my friend while hiking and camping here on a gap year. I was excited and terrified and almost tripped over some rocks."
"9781","35.0354","31.924193","FREE PALESTINE"
"9782","34.76983","32.09071","I kissed a soldier here."
"35336","34.809301","31.887636","My first hookup"
"31210","34.915699","32.170378","Wore my first tie"
"31212","34.914638","32.170196","Came out to my friends"
"33760","34.802648","32.113475","Came out as bi for the first time in public to a good friend. Talked with a whole hour and it was really liberating"
"12356","34.885712","31.284419","Someone on my youth trip told me I was the first bi person she ever met. Thats when I knew I didn't belong on this trip."
"11606","34.773027","32.086374","I gave my first rimjob here. After that I fall for this guy."
"14438","35.207748","31.90321","“Transparent” helped me to understand myself"
"14509","34.874725","32.002253","I was forced to come out to aggressive border control agents here. They denied my sexuality and were overtly homophobic. As a queer Arab woman, they saw me as a threat. The idea of Tel Aviv being a haven for LGBT+ people in the Middle East is a myth. I found greater acceptance in Palestine. Long live Palestine!"
"14644","34.769213","32.091437","Here in the waves of Hilton Beach, my friend and I met an extraordinary man who became a very close friend who enriched our lives and broadened our horizons of sexual experiences."
"14659","35.792084","31.718822","November 2016. As the devastating US election results rolled in, we had strap-on sex for the first time. It felt like resistance."
"14257","35.169296","31.752109","here, we kissed for the first time, and it was the best and sexiest kiss of my life. i hated this city, but when we left the bar hand-in-hand, i thought: here i am, with a perfect woman in the holy city of G-d and the people and the night is beautiful."
"15375","35.01442","31.891582","my brother took his own life here february 8, 2018. i will never know what he truly felt but he came out as gay in the note he left. i miss him more than words can explain.<3 יהודה, אני אוהב אותך"
"15980","35.214915","31.961629","I'm not sure why but I sometimes think of that night we stayed up talking"
"16075","34.852753","32.326016","The silliest New Years Eve, nothing like we wanted it to be, but I think I fell in love with everyone a little bit that night"
"16105","34.749455","32.051586","After a beautiful dinner, we stood together looking out to sea and he touched my hand. In that perfect, simple gesture, I knew what we had was special."
"16334","35.192353","31.761314","For a year, I lived here in silence and thought I could ignore this part of myself. I thought I could silence it. I was wrong. It was a great experience otherwise though"
"16357","35.191709","31.754924","I wanted to sit next to you on the bus and listen to music together. We were friends, then you cut me off. Still think about you. Hope you're doing okay"
"16360","35.210463","31.786406","I wanted to go to a gay bar. Instead I went to a bar with you and we did araq shots. Afterwards, I came out to you when explaining why I couldn't move here. I trusted you and barely knew you. Hope you're happy you stayed"
"16375","34.71817","31.824482","Came out to and made my first gay friend here! Love her a lot :)"
"16397","34.731957","31.818702","Came out to my first gay friend here.  Love her a lot!"
"17700","35.211472","31.779637","We hooked up in your parent's house. I haven't been able to replicate the silence during sex again. Fear helps."
"18229","35.198274","31.773321","I came out as bi for the first time here. It felt so liberating."
"18922","34.813738","31.905999","I told her I loved her"
"19588","34.729137","31.81565","came out to a friends and a rabbi here."
"19589","34.727163","31.816481","spent a lot of time telling a girl i loved her 
wish i could go back to then"
"19870","35.204712","31.758888","We came out to each other here and started an LGBT underground on the other side of the world."
"19876","35.223786","31.770211","I watched an older ultra-orthodox woman accidently stumble into a Lesbian Bar and order 2 drinks before realizing where she was.  She realized, shrugged pulled the bartender into a kiss, said ""Who am I to judge?"", and left the bar."
"28584","35.388717","31.443487","I danced shirtless in a waterfall. It was the first time I've felt comfortable being shirtless in public since having top surgery over two years ago."
"20639","34.772376","32.065298","The founding forefathers of pinkwashing"
"22997","35.224453","31.87151","You were so terrible to me here. No one should ever have treated me this way. Especially a woman I loved so deeply. I don't think I can ever forgive you."
"24311","34.712678","31.240855","Here I realized for the first time I might not be straight. We were doing a school play, and all of a sudden realized I am really interested in looking more at you, while we were in our underwear, changing."
"24310","34.781924","31.245282","My first sex ever, at age 19. It was only oral, but we were both scared and uncertain. It was quick, and annonymous, I don't even know your name and will never recognize if I saw you now, 10 years later."
"32170","34.795172","31.267855","a girl kissed me for the first time"
"26081","34.806605","32.114577","A BIG gay crush happened here"
"26668","35.213259","31.773204","had sex on a roof in the rain on my birthday"
"27352","34.805881","31.901369","curly brown dyed blonde, your hair was so beautiful"
"30651","34.789215","31.976018","realized i'm trans."
"34307","35.295928","32.609369","קומונה גאה של תנועת תרבות 
נמצאת פה. אל תהססו לגשת"
"35351","35.209727","31.782522","Spent new years' eve watching a drag show with a gorgeous femme woman who bought me shots of Araq for the first time and introduced me to her friends."
"36042","35.232344","31.79874","hey nat I love you"
"36285","34.648245","32.059726","GUESS WHO'S GAAAYYYYYYYYY AS FUCK"
"36771","35.210783","31.786084","Had some wonderful sex with women here. The admiration of a blonde and experienced women made me live."
"36773","35.210783","31.786084","Had some wonderful sex with women here. The admiration of a blonde and experienced women made me live."
"36775","35.221096","31.78181","Long live the Bastet!"
"36842","34.80311","32.115702","Came out as bi to a friend, sat on the grass for a whole hour and talked,"
"36865","35.176489","31.751339","I met my first real-life queer friends here, had my first girlfriend, got dumped by my first girlfriend, sat discussing and explaining queer theory with/to younger classmen. I saw so many queer people thriving at this school. maybe it wasn't perfect (in fact I have many bad memories from here), but there are so few places I would've felt comfortable coming out at so early in life."
"36872","34.999997","31.915663","I told the guy the guy who told me about bisexuality that I thought I might be bi. despite being totally accepting of his bi sister, he said he thought I was confused."
"36874","35.240833","31.797166","my mother finally started accepting my sexuality after she drove me to visit her gynecologist"
"39024","35.040689","32.77308","You kissed me on the bus. I'd just put on some lip balm, maybe I wanted to give you a sign. It was quick and you got off right after, but I still can't stop thinking about you. Kiss me again."
"39513","34.783519","32.070383","I came out for the first time. Also confessed my feelings to the guy who later became my boyfriend for about a year. We sang duets from musicals and read each other poetry. We were nerds."
"39536","35.215276","31.780352","You came to drink tea in these Turkish tea glasses. At first, I didn't think anything is too special, just regular sex with a tourist. But we felt things for the next days until you had to return to your boyfriend. I hope you're just fine, I wish possibilities were different."
"39908","35.219611","31.781922","Met some queer Israeli activists here. They really inspired me."
"30670","34.767471","32.080567","in the 2017 tel aviv pride, my first pride ever, i felt for once like i fit in. these were my people. i felt like nobody cared about my sexuality or gender - i felt like i was loved by 100k strangers."
"33370","34.825254","31.897892","This is where I realized, without a doubt, that I'm bi. Shout-out to the cute delivery girl who I stammered at with hearts in my eyes."
"42605","35.23436","31.776682","i visited at the western wall with my friends for the first time since coming out as transmasc. I was terrified they would throw me out if they realized i was born female. my heart was ready to burst when i followed my friend onto the men's side. when i finally reached the wall without incident i touched it and thanked God for letting me be who i truly was."
"42625","35.449431","31.617094","you told me not to lick the salt crystals so i ate an entire one just to prove to you that my queer ass could do anything i put my mind to"
"42619","35.583581","32.726487","we swam in the sea and watched the conversions and joked how they would never accept a bunch of queers like us. but that was okay, because we had our own loving community who didn't care if we believed or not"
"45427","34.774357","31.615781","I moved here a few months ago with my queerplatonic, the man who I love platonicly and openly and is also my spouse. Our families are tough on us but we will make it better. For the first time in my life, I feel good about myself and my life. love you hunny <3"
"45584","35.049137","32.764644","You were my first time with a guy, and even though I didn’t love every moment, you were very caring and sweet and I felt really safe."
"48537","35.268843","31.912365","I am so lost."
"196538","34.854865","32.055593","Hi to anyone who might see this. I just wanna say that it gets better. It really does.
I came out as transmasc 3 years ago and am now living as a guy, i have tons of friends who love me, my family accepts me, i have a nice job and I'm happy.
I thought about k***ing myself for years before i came out, now i can't imagine it.
Be you, it'll be fine."
"197054","34.962073","32.051129","free palestine we love the gay palestinians"
"143927","34.338107","31.407852","Free Palestine!"
"56925","35.106135","31.528967","Had a couple of sweet crushes on lovely humans here. Helped keep me grounded."
"57953","34.831913","32.133112","aro-ace. went to scool here & had a lot of friends like me. we all knew who we are from a very young age. because of this environment i wasn't in the closet for even a day. didn't have to."
"58698","35.209863","31.776558","Saw a pride flag in Israel for the first time"
"60955","35.204154","31.897232","Danced in the street with her."
"63362","35.172122","31.761709","Shortest day of the year, when it rains and everything is blurry with fog."
"63897","35.032646","32.115512","First time I came out to anyone face-to-face was on the picnic bench outside of the farthest building. She came out to me right after. You'll get through yeshiva or ulpena, and you're not alone."
"64883","34.803363","32.089543","as soon as i stepped out of class i saw u waiting for me and i wanted to kiss u but never told you about it and buried the gay away"
"65025","35.02207","32.454853","Every year there is a seminar here for the LGBTQ student's association here. I've never felt so at peace."
"65023","34.799085","31.24986","My first pride parade ever. Among the crowd, I finally felt like I belonged."
"33513","34.802364","32.113676","Came out as bi for the first time in public to another bi friend. It was so liberating. We sat on the grass on talked for a hour."
"65721","35.070163","32.810622","came out to my mom in the car"
"65772","34.602169","31.678627","Had my first crush on a girl. I kept trying to find reasons to hold her hand, but she always beat me to it. One time on a bus she fell asleep with her arm around my waist and her head on my shoulder. We confeesed to each other but in the end nothing came out of it and we drifted apart. I wish I knew how to love when I was 16 years old. I still feel sorry."
"69034","34.982592","32.811906","my first pride parade"
"66823","34.782465","32.018444","It was somewhere around here - my first IGY experience. Met one of my best friends there, and it really helped me come out of the closet in my personal life, too."
"66824","34.770416","32.014735","I fell in love with my best (same sex) friend here. It was the worst heartbreak of my life."
"66826","34.772887","32.072538","We kissed here for the first time. It was so corny."
"66828","34.772233","32.072992","We were making out at the pride parade and nearly had sex right on that bench"
"66829","34.772775","32.072592","Sex in the bathroom. Pretty sure half of the lgbt youth in tel aviv did it in that very stall"
"68551","34.831","32.133882","There are a lot of LGBTQ+ people here in HaKfar HaYarok, including me. There's a reason it says ”Here I loved my first love” in the lyrics of HaKfars hymn."
"68926","35.228719","31.751652","I fell in love with you. You were my roommate. I miss you so much."
"69029","34.805022","32.102142","First kiss with a girl"
"69045","35.008768","31.899809","met the most beautiful girl i've ever seen in my life in theatre class."
"68948","35.145998","31.800866","Came out to my friends for the first time here. Years have passed and contact was lost, but man, I miss them."
"69030","34.805022","32.102142","First kiss with a girl"
"69028","35.01324","31.897681","told my dad i'm going out with another girl, it was very casual and so was his reaction. eighth grade"
"69054","34.870208","32.076054","came out here to my mom"
"69056","34.879021","32.082398","came out here to my dad"
"69078","34.776249","32.075081","I was closeted when I went to my first pride. I was there with IGY, and even though I knew I would be accepted I was afraid to come out. At pride, there were so many people. When I came back a year later, I was with my parents. This year, I'll be there with my friends."
"69066","34.793145","32.073698","first kiss with a girl"
"30217","34.772997","32.073216","My first pride parade. 30 of my friends and I dying from heatstroke, singing out hearts out."
"30492","34.9063","32.177293","My first ever pride march for the first time ever got to walk around wearing rainbows first time ever feeling that safe and accepted"
"35365","35.210825","31.78618","A friend from the internet who lives and studies in Jerusalem hosted myself and my friend/partner as we were traveling through Israel and Palestine. We spent 3 days in her apartment hanging out with other LGBT people and leftists in general and having lots of weed, wine, and amazing conversation. She took us out almost every night and showed us the best parts of the city. Our last night in town, we ended up having a threesome. It felt like we were living in a magical little gay party bubble. We had barely known each other for a week even, but we already related to and trusted each other so much. We are all good friends now, and share our privately kept memories of the holy city."
"35692","34.915556","32.436092","Kissed my best friend here"
"36031","35.21239","31.784412","Was an a birthright trip here when I first kissed my now girlfriend. It was drunk and sloppy and started as a Juul pass, but it was beautiful and felt so right. I love you, OOT."
"36650","35.2153","31.77997","We matched on tinder and you invited me for tea. I ended up staying for 3 nights in a row. We talked about religion, sex, being circumcised, mental health, love and watching the same kids tv shows growing up event though we were from two very different countries. I left for Tel Aviv and you came after me. I still think about you everyday, I hope you're not mad at me."
"36766","35.199764","31.972162","A gay person exists here and annoys her roommates"
"36769","34.771318","32.068964","Visited my first gay bar after living in a homophobic country"
"30505","34.903446","32.178964","First gay pride march I went the safest I’ve ever felt I was covered in rainbows and grinning ear to ear"
"30661","34.811245","31.973979","here we talked for hours while you were working at the ice cream factory. it was a sweet summer love, and though nothing much came out of it, i'm glad it happened. it affirmed my gayness, and i think yours too."
"39509","34.865483","32.083513","I was in middle school and thought I was straight. Then I accidentally kissed a girl on the cheek. Yes, accidentally. In front of a teacher. And then I ran away in panic to contemplate the fact that maybe I’m not as straight as I though."
"34306","35.295928","32.609369","קומונה גאה של תנועת תרבות 
נמצאת פה. אל תהססו לגשת"
"72503","35.218774","31.756054","I was scared I’d be alone here but I found my place with lgbt and straight people who accepted me"
"72504","35.217829","31.639569","Got lost with my first girlfriend here"
"73789","35.214786","31.78005","We kissed here for the first time. You tasted like peach. I'm so glad for everything we had and also for where we are today."
